order_id,order_date,customer_id,product_id,store_id,quantity,discount_pct,category,selling_price
215,2023-11-18,1380,72,19,3,0.2,Laptop,66339.2
216,2023-07-24,3314,83,18,3,0.2,Smartphone,38827.2
217,2023-09-06,754,146,6,4,0.0,Laptop,51167.0
218,2023-08-01,1308,57,20,2,0.15,Smartphone,11420.6
219,2023-06-08,1659,8,5,1,0.05,Smartphone,20421.2
220,2023-04-10,4533,26,12,1,0.15,Smartphone,13712.2
221,2023-11-13,4775,149,18,2,0.05,Laptop,66394.55
222,2023-04-22,4621,48,8,3,0.2,Accessory,1607.2
223,2023-11-04,54,106,18,2,0.2,Tablet,7391.2
224,2023-06-15,2061,51,6,4,0.05,Tablet,38765.7
225,2023-02-05,3643,71,2,1,0.05,Laptop,38515.85
226,2023-04-22,80,43,9,4,0.15,Laptop,52797.75
227,2023-03-28,2524,130,12,1,0.0,Smartphone,14025.0
228,2023-07-02,3119,149,5,4,0.15,Laptop,59405.65
229,2023-03-26,3603,62,7,1,0.1,Accessory,2723.4
230,2023-09-26,286,4,17,1,0.05,Laptop,110544.85
231,2023-06-14,3439,53,2,3,0.15,Laptop,49685.05
232,2023-10-30,1577,11,6,2,0.2,Accessory,3404.0
233,2023-03-31,944,49,8,3,0.2,Laptop,73101.6
234,2023-08-26,228,76,17,2,0.15,Laptop,97000.3
235,2023-01-22,1977,42,17,3,0.15,Smartphone,38707.3
236,2023-06-16,2219,76,6,2,0.0,Laptop,114118.0
237,2023-08-03,1521,50,11,4,0.0,Laptop,117910.0
238,2023-02-27,3317,142,10,4,0.1,Smartphone,41054.4
239,2023-01-30,1985,124,5,4,0.2,Accessory,3746.4
240,2023-04-16,3465,84,16,4,0.2,Smartphone,34934.4
241,2023-11-26,4620,29,1,3,0.1,Smartphone,35077.5
242,2023-06-16,1751,40,9,2,0.15,Accessory,2726.8
243,2023-12-16,3724,74,4,3,0.1,Laptop,107205.3
244,2023-06-03,2346,115,15,4,0.0,Accessory,1484.0
245,2023-11-23,1461,53,3,1,0.0,Laptop,58453.0
246,2023-01-07,4574,27,11,1,0.05,Smartphone,50918.1
247,2023-07-16,1209,40,13,3,0.15,Accessory,2726.8
248,2023-11-17,3796,107,17,4,0.15,Laptop,35331.1
249,2023-02-15,2509,26,4,1,0.15,Smartphone,13712.2
250,2023-01-18,2482,58,13,1,0.05,Laptop,59440.55
251,2023-06-02,1668,111,17,1,0.1,Smartphone,17122.5
252,2023-09-21,1497,110,7,1,0.15,Smartphone,12755.1
253,2023-03-15,2844,136,2,1,0.2,Accessory,3258.4
254,2023-05-25,4717,70,11,3,0.2,Tablet,14303.2
255,2023-04-12,1432,104,12,1,0.2,Accessory,2870.4
256,2023-12-01,1921,128,4,1,0.0,Accessory,2875.0
257,2023-12-01,930,50,6,3,0.15,Laptop,100223.5
258,2023-05-01,4483,70,5,3,0.05,Tablet,16985.05
259,2023-06-25,3413,38,2,1,0.2,TV,63816.8
260,2023-03-04,1941,6,3,2,0.0,Smartphone,48918.0
261,2023-10-23,4310,141,3,3,0.15,Laptop,89747.25
262,2023-03-25,592,81,14,2,0.0,Tablet,33091.0
263,2023-01-15,366,81,9,2,0.1,Tablet,29781.9
264,2023-12-21,2222,37,1,2,0.15,Smartphone,17895.9
265,2023-05-14,273,1,13,3,0.2,Smartphone,30575.2
266,2023-05-01,3622,129,18,1,0.2,Accessory,348.0
267,2023-11-15,3643,55,6,4,0.15,Smartphone,14328.45
268,2023-05-08,4586,84,18,1,0.0,Smartphone,43668.0
269,2023-10-15,602,11,18,1,0.15,Accessory,3616.75
270,2023-10-28,3143,26,12,2,0.0,Smartphone,16132.0
271,2023-06-29,612,10,12,4,0.15,Accessory,3410.2
272,2023-03-23,327,53,20,2,0.1,Laptop,52607.7
273,2023-01-13,1707,26,3,3,0.05,Smartphone,15325.4
274,2023-01-24,4443,127,2,1,0.05,Smartphone,15681.65
275,2023-06-17,4262,57,15,4,0.0,Smartphone,13436.0
276,2023-09-27,2928,82,1,1,0.15,Laptop,81224.3
277,2023-03-11,4848,85,15,1,0.15,Laptop,33244.35
278,2023-11-14,2109,41,5,1,0.1,Smartphone,21896.1
279,2023-03-30,1965,41,20,3,0.05,Smartphone,23112.55
280,2023-07-08,1210,122,14,2,0.15,Smartphone,21196.45
281,2023-09-14,4460,92,6,1,0.2,Accessory,3742.4
282,2023-08-05,1024,121,2,1,0.15,Laptop,91504.2
283,2023-02-01,1755,81,4,4,0.0,Tablet,33091.0
284,2023-05-21,2082,73,2,2,0.2,Smartphone,43478.4
285,2023-06-10,4501,43,1,3,0.05,Laptop,59009.25
286,2023-02-01,2945,90,15,2,0.1,Accessory,2453.4
287,2023-11-08,1886,22,3,4,0.2,Laptop,72735.2
288,2023-06-01,2076,18,7,2,0.05,Tablet,35188.0
289,2023-12-13,4029,65,9,4,0.0,Accessory,953.0
290,2023-09-17,4202,14,20,2,0.1,TV,24678.0
291,2023-08-04,3870,93,8,4,0.15,Laptop,75238.6
292,2023-10-06,1823,51,17,1,0.15,Tablet,34685.1
293,2023-10-12,3179,47,9,2,0.15,Accessory,2067.2
294,2023-04-08,1257,15,20,3,0.0,Smartphone,17315.0
295,2023-01-30,196,110,14,4,0.2,Smartphone,12004.8
296,2023-03-31,3057,145,14,2,0.15,Smartphone,19003.45
297,2023-05-28,4298,81,11,2,0.0,Tablet,33091.0
298,2023-05-24,2157,60,3,1,0.15,Accessory,3868.35
299,2023-03-08,4639,95,10,2,0.15,Laptop,67238.4
300,2023-12-23,41,101,3,1,0.15,Tablet,19338.35
301,2023-02-27,3815,144,14,1,0.1,Smartphone,19907.1
302,2023-10-08,4986,65,9,1,0.1,Accessory,857.7
303,2023-10-06,682,120,1,2,0.1,TV,79774.2
304,2023-08-24,2860,143,1,4,0.1,Laptop,49959.9
305,2023-12-19,2463,37,20,4,0.1,Smartphone,18948.6
306,2023-05-08,2038,80,16,3,0.05,Smartphone,15959.05
307,2023-12-03,2420,134,7,4,0.15,Tablet,23069.85
308,2023-07-28,1675,120,20,4,0.05,TV,84206.1
309,2023-07-05,2852,108,12,3,0.0,Accessory,3691.0
310,2023-06-18,364,11,16,3,0.1,Accessory,3829.5
311,2023-06-21,2519,25,7,2,0.0,Accessory,4922.0
312,2023-09-17,500,83,20,1,0.1,Smartphone,43680.6
313,2023-07-24,3054,74,7,1,0.2,Laptop,95293.6
314,2023-05-15,2471,134,10,1,0.15,Tablet,23069.85
315,2023-02-15,579,31,6,2,0.05,Smartphone,20295.8
316,2023-01-09,3865,16,18,2,0.15,Tablet,11373.85
317,2023-06-10,1258,102,9,3,0.05,Tablet,8003.75
318,2023-10-16,2973,69,8,4,0.05,Smartphone,37751.1
319,2023-12-06,3986,45,8,3,0.1,TV,46459.8
320,2023-11-17,2989,11,4,4,0.0,Accessory,4255.0
321,2023-04-16,1525,5,15,3,0.05,Smartphone,20359.45
322,2023-10-17,4454,140,15,3,0.1,Laptop,71629.2
323,2023-12-07,4222,138,19,1,0.1,Smartphone,25037.1
324,2023-03-29,252,3,14,4,0.05,Smartphone,26392.9
325,2023-07-11,382,84,12,3,0.2,Smartphone,34934.4
326,2023-06-02,1805,142,5,2,0.05,Smartphone,43335.2
327,2023-11-07,1988,90,3,1,0.2,Accessory,2180.8
328,2023-05-17,4813,51,7,1,0.0,Tablet,40806.0
329,2023-09-30,2500,25,10,1,0.1,Accessory,4429.8
330,2023-05-29,2643,19,2,1,0.1,Smartphone,39937.5
331,2023-07-07,24,111,11,1,0.15,Smartphone,16171.25
332,2023-05-21,353,80,2,1,0.0,Smartphone,16799.0
333,2023-05-11,4791,106,13,1,0.0,Tablet,9239.0
334,2023-01-04,4089,70,3,4,0.15,Tablet,15197.15
335,2023-09-20,4611,70,10,4,0.05,Tablet,16985.05
336,2023-01-26,771,27,18,2,0.05,Smartphone,50918.1
337,2023-01-24,4754,86,12,4,0.2,Accessory,328.0
338,2023-09-23,2882,145,1,3,0.15,Smartphone,19003.45
339,2023-08-17,1748,66,4,1,0.15,Smartphone,13734.3
340,2023-09-26,1051,34,6,4,0.2,Laptop,42452.8
341,2023-05-05,622,143,17,3,0.0,Laptop,55511.0
342,2023-06-21,19,115,9,1,0.05,Accessory,1409.8
343,2023-08-22,2576,54,1,4,0.2,Smartphone,33998.4
344,2023-10-22,794,84,6,1,0.15,Smartphone,37117.8
345,2023-10-02,3342,89,11,4,0.2,Tablet,19592.0
346,2023-03-17,3740,71,4,4,0.1,Laptop,36488.7
347,2023-11-04,1903,90,5,4,0.15,Accessory,2317.1
348,2023-08-02,4638,61,3,2,0.2,Smartphone,17044.0
349,2023-06-07,4713,135,14,4,0.05,Laptop,61461.2
350,2023-10-29,1941,125,20,2,0.05,Accessory,4024.2
351,2023-07-23,1207,36,1,2,0.1,Smartphone,19836.9
352,2023-05-29,4081,53,15,4,0.1,Laptop,52607.7
353,2023-03-16,165,109,16,3,0.1,Laptop,79334.1
354,2023-08-17,3758,22,19,3,0.05,Laptop,86373.05
355,2023-10-31,2912,35,4,3,0.0,Smartphone,40892.0
356,2023-03-03,3166,137,18,1,0.0,Laptop,59956.0
357,2023-02-27,1212,72,15,1,0.05,Laptop,78777.8
358,2023-10-01,3160,65,2,4,0.15,Accessory,810.05
359,2023-04-18,1482,121,9,1,0.2,Laptop,86121.6
360,2023-07-06,1496,84,8,3,0.0,Smartphone,43668.0
361,2023-08-17,1793,46,5,1,0.15,Tablet,37303.1
362,2023-02-17,2420,27,3,1,0.0,Smartphone,53598.0
363,2023-11-15,3728,79,9,4,0.05,Smartphone,47502.85
364,2023-09-25,365,130,15,3,0.1,Smartphone,12622.5
365,2023-08-03,4215,142,8,2,0.15,Smartphone,38773.6
366,2023-10-17,409,45,3,4,0.0,TV,51622.0
367,2023-09-11,363,41,3,2,0.15,Smartphone,20679.65
368,2023-12-24,3441,2,3,1,0.15,Smartphone,42174.45
369,2023-03-28,4419,134,1,4,0.2,Tablet,21712.8
370,2023-06-30,758,8,19,4,0.15,Smartphone,18271.6
371,2023-01-25,3366,6,16,4,0.2,Smartphone,39134.4
372,2023-08-10,3552,57,11,2,0.05,Smartphone,12764.2
373,2023-02-18,2992,28,15,4,0.2,Laptop,44440.8
374,2023-11-30,448,40,8,2,0.0,Accessory,3208.0
375,2023-06-24,3202,9,4,2,0.2,Accessory,2273.6
376,2023-11-07,2752,35,3,3,0.15,Smartphone,34758.2
377,2023-10-01,1792,4,11,3,0.2,Laptop,93090.4
378,2023-02-04,2390,47,7,2,0.2,Accessory,1945.6
379,2023-08-05,4571,77,10,3,0.2,TV,47110.4
380,2023-07-28,291,46,18,2,0.05,Tablet,41691.7
381,2023-06-09,172,15,18,3,0.2,Smartphone,13852.0
382,2023-01-07,301,109,12,3,0.2,Laptop,70519.2
383,2023-09-26,3167,35,4,3,0.2,Smartphone,32713.6
384,2023-05-06,3977,90,3,2,0.15,Accessory,2317.1
385,2023-11-21,3015,55,13,4,0.2,Smartphone,13485.6
386,2023-12-22,2305,112,9,3,0.15,Laptop,46259.55
387,2023-03-31,1747,40,11,3,0.2,Accessory,2566.4
388,2023-02-11,515,69,6,1,0.15,Smartphone,33777.3
389,2023-12-31,679,133,12,4,0.0,Laptop,70658.0
390,2023-06-08,3980,19,15,3,0.15,Smartphone,37718.75
391,2023-07-21,3422,116,16,1,0.15,Smartphone,33427.1
392,2023-10-09,2253,99,19,1,0.0,TV,36652.0
393,2023-11-28,4786,61,16,2,0.0,Smartphone,21305.0
394,2023-10-15,344,140,4,1,0.2,Laptop,63670.4
395,2023-04-01,29,34,14,4,0.2,Laptop,42452.8
396,2023-05-05,3448,38,6,1,0.0,TV,79771.0
397,2023-05-06,2153,44,8,3,0.1,Laptop,54934.2
398,2023-02-21,107,106,1,2,0.05,Tablet,8777.05
399,2023-04-13,4198,24,20,3,0.1,Laptop,104659.2
400,2023-12-27,2600,64,8,2,0.15,Tablet,9454.55
401,2023-07-06,3361,102,6,3,0.15,Tablet,7161.25
402,2023-07-24,490,14,6,2,0.2,TV,21936.0
403,2023-01-14,3761,54,9,3,0.15,Smartphone,36123.3
404,2023-04-14,4163,133,17,3,0.2,Laptop,56526.4
405,2023-04-27,3223,100,20,4,0.1,Smartphone,23560.2
406,2023-10-31,278,30,17,3,0.05,Accessory,2821.5
407,2023-04-03,4077,127,4,2,0.1,Smartphone,14856.3
408,2023-05-24,1374,34,2,3,0.05,Laptop,50412.7
409,2023-04-20,628,57,5,3,0.15,Smartphone,11420.6
410,2023-06-12,2696,129,20,1,0.1,Accessory,391.5
411,2023-02-22,1171,106,1,2,0.0,Tablet,9239.0
412,2023-01-03,4461,65,9,2,0.0,Accessory,953.0
413,2023-03-09,678,27,4,3,0.1,Smartphone,48238.2
414,2023-09-03,3718,11,4,2,0.0,Accessory,4255.0
415,2023-05-18,3362,135,13,2,0.05,Laptop,61461.2
416,2023-11-04,3402,21,7,2,0.2,Accessory,3142.4
417,2023-12-18,2443,101,7,3,0.0,Tablet,22751.0
418,2023-10-14,555,53,15,3,0.2,Laptop,46762.4
419,2023-03-07,803,59,17,3,0.1,Smartphone,33254.1
420,2023-12-13,1163,14,20,3,0.15,TV,23307.0
421,2023-11-21,424,60,2,1,0.05,Accessory,4323.45
422,2023-06-04,1277,51,9,4,0.15,Tablet,34685.1
423,2023-03-28,416,99,18,4,0.0,TV,36652.0
424,2023-02-02,2993,1,5,3,0.1,Smartphone,34397.1
425,2023-03-09,2006,125,7,1,0.05,Accessory,4024.2
426,2023-07-06,2745,52,1,3,0.0,Accessory,1575.0
427,2023-07-11,4673,145,3,4,0.0,Smartphone,22357.0
428,2023-08-01,2864,34,20,2,0.1,Laptop,47759.4
429,2023-03-29,2013,83,3,1,0.0,Smartphone,48534.0
430,2023-12-17,4276,28,6,4,0.1,Laptop,49995.9
431,2023-04-18,1831,148,1,2,0.2,Tablet,24202.4
432,2023-08-28,4310,13,13,2,0.1,Smartphone,40197.6
433,2023-08-04,4249,110,9,1,0.2,Smartphone,12004.8
434,2023-06-26,3941,76,5,2,0.15,Laptop,97000.3
